"V1","V2"
"EP300","GMPS"
"EP300","FIBCD1"
"EP300","FAM72D"
"EP300","FAM129B"
"EP300","EPO"
"EP300","DLL4"
"EP300","CSAG1"
"EP300","CDK6"
"EP300","CDH2"
"EP300","CDC42BPA"
"EP300","CBFA2T2"
"EP300","CAV1"
"EP300","CA2"
"EP300","APP"
"EP300","ANXA3"
"EP300","AIF1L"
"EP300","FRAT1"
"EP300","PRG4"
"EP300","APC2"
"EP300","CEACAM5"
"EP300","CAP2"
"EP300","SEMA3C"
"EP300","TACC2"
"EP300","POSTN"
"EP300","CES1"
"EP300","SIX2"
"EP300","NMU"
"EP300","SLC27A2"
"EP300","UBE2C"
"EP300","ESM1"
"EP300","CHGA"
"EP300","PTP4A3"
"EP300","MAL2"
"EP300","TNFRSF13C"
"EP300","CTHRC1"
"EP300","MUCL1"
"EP300","SERPINA3"
"EP300","LRRK2"
"EP300","CNN1"
"EP300","COL4A2"
"EP300","COL9A3"
"EP300","COMP"
"EP300","CR1L"
"EP300","HAPLN1"
"EP300","A2ML1"
"EP300","CSPG4"
"EP300","BTNL9"
"EP300","ADRB2"
"EP300","AKAP14"
"EP300","ACE"
"EP300","AKR1C1"
"EP300","DES"
"EP300","DMBT1"
"EP300","AGT"
"EP300","ECT2"
"EP300","ERBB3"
"EP300","EREG"
"EP300","ALB"
"EP300","HEPACAM"
"EP300","FCER2"
"EP300","ABCD2"
"EP300","FGFR1"
"EP300","FGFR2"
"EP300","FGL1"
"EP300","MTF2"
"EP300","ZHX2"
"EP300","PLXND1"
"EP300","FLT4"
"EP300","PRAME"
"EP300","CASP14"
"EP300","FZD2"
"EP300","PYDC1"
"EP300","GAS2"
"EP300","FGF21"
"EP300","MYEOV"
"EP300","GJB5"
"EP300","CXCL2"
"EP300","ANXA1"
"EP300","CTAG2"
"EP300","HLA-DQA1"
"EP300","HLA-DRB1"
"EP300","HPD"
"EP300","APOB"
"EP300","NCCRP1"
"EP300","IGFBPL1"
"EP300","IGFBP6"
"EP300","IGSF1"
"EP300","IL7"
"EP300","ITGA7"
"EP300","ITGAX"
"EP300","ITIH2"
"EP300","CD82"
"EP300","KRT1"
"EP300","KRT4"
"EP300","KRT6B"
"EP300","KRT13"
"EP300","KRT15"
"EP300","IGFL3"
"EP300","LCN2"
"EP300","LGALS2"
"EP300","MAGEA2"
"EP300","MAGEA3"
"EP300","MAGEA6"
"EP300","MAGEB2"
"EP300","MMP10"
"EP300","MST1"
"EP300","MYO7A"
"EP300","NKG7"
"EP300","NNAT"
"EP300","NPR1"
"EP300","OPA1"
"EP300","G0S2"
"EP300","PCK1"
"EP300","PCMT1"
"EP300","MAGEC2"
"EP300","VIT"
"EP300","PGC"
"EP300","PGK1"
"EP300","SERPINA1"
"EP300","FXYD1"
"EP300","PRRX1"
"EP300","NLE1"
"EP300","LIME1"
"EP300","FBXW7"
"EP300","LGR4"
"EP300","PRKCI"
"EP300","TEX15"
"EP300","BCCIP"
"EP300","SALL4"
"EP300","PSME1"
"EP300","PSME2"
"EP300","VANGL2"
"EP300","BAX"
"EP300","RDH5"
"EP300","BCL2"
"EP300","BCL2A1"
"EP300","HCN2"
"EP300","CCL7"
"EP300","CXCL5"
"EP300","PERP"
"EP300","NOD2"
"EP300","SFRP1"
"EP300","SFRP4"
"EP300","PORCN"
"EP300","BMP5"
"EP300","SLC6A9"
"EP300","BMP6"
"EP300","DLK2"
"EP300","SRC"
"EP300","XCL2"
"EP300","BUB1"
"EP300","TFF1"
"EP300","TGFBR2"
"EP300","TSPAN8"
"EP300","TNNC1"
"EP300","TNNI3"
"EP300","TNNT3"
"EP300","UPK1B"
"EP300","VTN"
"EP300","WNT7A"
"EP300","ZNF217"
"EP300","ZBED2"
"EP300","FAT4"
"EP300","TFPI2"
"EP300","EPHX3"
"EP300","TMEM156"
"EP300","CALML3"
"EP300","AXIN2"
"EP300","EOMES"
"EP300","DSCR8"
"EP300","SORBS2"
"EP300","ZSCAN10"
"EP300","PIK3R3"
"EP300","TNFSF11"
"EP300","AOC3"
"EP300","ALDH4A1"
"EP300","KRT37"
"EP300","B3GALT1"
"EP300","DLK1"
"EP300","SYT8"
"EP300","PSTPIP1"
"EP300","ITGB1BP1"
"EP300","ARRDC1"
"EP300","GPR55"
"EP300","CD19"
"EP300","ACVRL1"
"EP300","RECQL5"
"EP300","NAPSA"
"EP300","TBX4"
"EP300","CD44"
"EP300","RASSF2"
"EP300","HS3ST4"
"EP300","FGFBP1"
"EP300","ZIC3"
"EP300","ZDHHC9"
"EP300","TMEM91"
"EP300","SHH"
"EP300","SHC2"
"EP300","SHC1"
"EP300","KREMEN2"
"EP300","ITPKA"
"EP300","GPLD1"
"EP300","EMILIN3"
"EP300","DVL2"
"EP300","DTX3L"
"EP300","CDC73"
"EP300","ADRA1D"
"EP300","AKT1"
"EP300","MAP2K1"
"EP300","RPS6KA5"
"ESR1","FOS"
"ESR1","HNF4A"
"ESR1","JUN"
"ESR1","MEF2C"
"ESR1","MYC"
"ESR1","RXRA"
"ESR1","SP1"
"ESR1","BRCA1"
"ESR1","TP53"
"ESR1","SMAD4"
"ESR1","HIF1A"
"ESR1","XBP1"
"ESR1","SOS1"
"ESR1","SMAD2"
"ESR1","RARA"
"ESR1","PIAS1"
"ESR1","PGR"
"ESR1","MAPK3"
"ESR1","MAPK1"
"ESR1","GLI1"
"ESR1","FOXO3"
"ESR1","FOXO1"
"ESR1","FOXC1"
"ESR1","ESR2"
"ESR1","CTNNB1"
"ESR1","CREBBP"
"ESR1","BRCA2"
"ESR1","BCL6"
"ESR1","ABL1"
"ESR1","CITED1"
"ESR1","COPS5"
"ESR1","GATA6"
"ESR1","HES1"
"ESR1","KAT2B"
"ESR1","LDB1"
"ESR1","NCOA1"
"ESR1","NCOA3"
"ESR1","NR0B2"
"ESR1","NR1H4"
"ESR1","HSP90AA1"
"ESR1","IGF1R"
"ESR1","CCND1"
"ESR1","NOL3"
"ESR1","MDM2"
"ESR1","LPL"
"ESR1","KRT19"
"ESR1","EGFR"
"ESR1","EGF"
"ESR1","CAV1"
"ESR1","B9D1"
"ESR1","AKT2"
"ESR1","CAP2"
"ESR1","COL9A3"
"ESR1","MYEOV"
"ESR1","IGSF1"
"ESR1","KRT13"
"ESR1","MST1"
"ESR1","G0S2"
"ESR1","SERPINA1"
"ESR1","NLE1"
"ESR1","HCN2"
"ESR1","BMP6"
"ESR1","SRC"
"ESR1","TFF1"
"ESR1","TNNT3"
"ESR1","WNT7A"
"ESR1","PIK3R3"
"ESR1","AOC3"
"ESR1","KRT37"
"ESR1","SHC1"
"ESR1","AKT1"
"ESR1","WWC1"
"ESR1","KLF15"
"ESR1","LIF"
"ESR1","TEX19"
"ESR1","MSMB"
"ESR1","HES2"
"ESR1","MS4A7"
"ESR1","SEMA3B"
"ESR1","LOXL4"
"ESR1","NUDCD1"
"ESR1","GADD45G"
"ESR1","WWP2"
"ESR1","WNT11"
"ESR1","WNT10A"
"ESR1","TPP1"
"ESR1","TMEM145"
"ESR1","TLX3"
"ESR1","TIMP4"
"ESR1","SLC4A7"
"ESR1","SIDT2"
"ESR1","SCT"
"ESR1","PIK3CA"
"ESR1","PDZD7"
"ESR1","PAIP1"
"ESR1","NOS3"
"ESR1","NOS1"
"ESR1","MSI2"
"ESR1","MDK"
"ESR1","IGF1"
"ESR1","HILS1"
"ESR1","HES5"
"ESR1","GADD45B"
"ESR1","GADD45A"
"ESR1","DLX3"
"ESR1","DEF6"
"ESR1","CYP1A1"
"ESR1","CXCL12"
"ESR1","CRHBP"
"ESR1","CGA"
"ESR1","CDKN1A"
"ESR1","ASPA"
"ESR1","ACVR1C"
"ESR1","BDNF"
"ESR1","ERBB2"
"ESR1","GRB2"
"ESR1","HSPA4"
"ESR1","KIF1A"
"ESR1","PIK3R1"
"ESR1","PTGES3"
"ESR1","TNFRSF14"
"HEY1","SP1"
"HEY1","BRCA1"
"HEY1","STAT1"
"HEY1","EZH2"
"HEY1","NR0B2"
"HEY1","NR5A1"
"HEY1","SLC13A5"
"HEY1","RTBDN"
"HEY1","EPO"
"HEY1","CSAG1"
"HEY1","CES1"
"HEY1","COL4A2"
"HEY1","AKR1C1"
"HEY1","ERBB3"
"HEY1","ALB"
"HEY1","HEPACAM"
"HEY1","MTF2"
"HEY1","FGF21"
"HEY1","MYEOV"
"HEY1","CTAG2"
"HEY1","MAGEA2"
"HEY1","MAGEA3"
"HEY1","MAGEB2"
"HEY1","MYO7A"
"HEY1","SERPINA1"
"HEY1","FXYD1"
"HEY1","FBXW7"
"HEY1","TEX15"
"HEY1","PSME1"
"HEY1","BUB1"
"HEY1","DLK1"
"HEY1","ITGB1BP1"
"HEY1","RECQL5"
"HEY1","HSPB6"
"HEY1","PDGFRB"
"FOS","GATA2"
"FOS","GATA3"
"FOS","HNF4A"
"FOS","JUN"
"FOS","SP1"
"FOS","SPI1"
"FOS","STAT1"
"FOS","STAT3"
"FOS","BHLHE40"
"FOS","TP53"
"FOS","SMAD4"
"FOS","XBP1"
"FOS","TP63"
"FOS","SOX9"
"FOS","SOS2"
"FOS","RBPJ"
"FOS","RARG"
"FOS","RARA"
"FOS","PGR"
"FOS","MITF"
"FOS","MAPK3"
"FOS","MAPK1"
"FOS","ESR2"
"FOS","BCL6"
"FOS","ARID1B"
"FOS","GATA4"
"FOS","KLF10"
"FOS","KLF4"
"FOS","KLF5"
"FOS","NCOA1"
"FOS","NOTCH3"
"FOS","NR0B2"
"FOS","RB1"
"FOS","SALL1"
"FOS","BEND6"
"FOS","DTL"
"FOS","RBM15"
"FOS","LHX2"
"FOS","KDM6A"
"FOS","CCND1"
"FOS","WNT1"
"FOS","VGF"
"FOS","TOP2A"
"FOS","TNXB"
"FOS","TIMP1"
"FOS","RASSF7"
"FOS","NEK2"
"FOS","GNAZ"
"FOS","FAM129B"
"FOS","CDK4"
"FOS","CAV1"
"FOS","CA2"
"FOS","BRAF"
"FOS","ANXA3"
"FOS","PRG4"
"FOS","CAP2"
"FOS","UBE2C"
"FOS","ESM1"
"FOS","CNN1"
"FOS","CSPG4"
"FOS","ERBB3"
"FOS","FGL1"
"FOS","MYEOV"
"FOS","ANXA1"
"FOS","ITGA7"
"FOS","ITIH2"
"FOS","KRT4"
"FOS","OPA1"
"FOS","MAGEC2"
"FOS","VIT"
"FOS","NLE1"
"FOS","TEX15"
"FOS","SFRP1"
"FOS","SFRP4"
"FOS","PORCN"
"FOS","TGFBR2"
"FOS","TNNI3"
"FOS","TFPI2"
"FOS","TMEM156"
"FOS","SORBS2"
"FOS","SHC1"
"FOS","ITPKA"
"FOS","DVL2"
"FOS","KLF15"
"FOS","TEX19"
"FOS","WNT11"
"FOS","TPP1"
"FOS","NOS3"
"FOS","NOS1"
"FOS","GADD45B"
"FOS","GADD45A"
"FOS","CGA"
"FOS","CDKN1A"
"FOS","BDNF"
"FOS","HSPB6"
"FOS","PDGFRB"
"FOS","KATNB1"
"FOS","CENPA"
"FOS","AP3M2"
"FOS","STIP1"
"FOS","ADH1B"
"FOS","DCUN1D4"
"FOS","NCDN"
"FOS","MTOR"
"FOS","GOT1"
"FOS","IGFBP5"
"FOS","ARAF"
"FOS","LOXL2"
"FOS","MMP1"
"FOS","YBX1"
"FOS","AXL"
"FOS","MARCH4"
"FOS","S100A2"
"FOS","FAM83D"
"FOS","SHC3"
"FOS","NTS"
"FOS","MMP9"
"FOS","EXD1"
"FOS","EIF4E"
"FOS","COL7A1"
"FOS","BCL9"
"FOS","ALDH3A1"
"FOS","ZNF219"
"FOS","WNT2B"
"FOS","WNT10B"
"FOS","TMEM100"
"FOS","TGFB1"
"FOS","SMO"
"FOS","SLC4A4"
"FOS","SLC47A1"
"FOS","SLC35C2"
"FOS","SLC24A2"
"FOS","SHC4"
"FOS","SGK2"
"FOS","S100P"
"FOS","S100A4"
"FOS","RTN4RL1"
"FOS","RBP4"
"FOS","RAB3D"
"FOS","PTH1R"
"FOS","POU4F3"
"FOS","PENK"
"FOS","NQO1"
"FOS","MMP13"
"FOS","LRRN4CL"
"FOS","KY"
"FOS","KLKP1"
"FOS","KIF20A"
"FOS","KIF14"
"FOS","KCNH3"
"FOS","IL6ST"
"FOS","HIST1H3G"
"FOS","GJA1"
"FOS","FGF16"
"FOS","FCRLB"
"FOS","CSNK1E"
"FOS","CHRNA9"
"FOS","CDHR4"
"FOS","CCL5"
"FOS","CA4"
"FOS","C6orf15"
"FOS","C1orf226"
"FOS","BCL9L"
"FOS","ADRA1A"
"FOS","HRAS"
"FOS","KRAS"
"FOS","NRAS"
"GATA2","GATA3"
"GATA2","JUN"
"GATA2","MYC"
"GATA2","ZBTB7A"
"GATA2","RXRA"
"GATA2","SPI1"
"GATA2","BRCA1"
"GATA2","STAT3"
"GATA2","TP53"
"GATA2","CEBPA"
"GATA2","TP63"
"GATA2","RARB"
"GATA2","RBPJ"
"GATA2","RARA"
"GATA2","CLEC5A"
"GATA2","MAPK1"
"GATA2","HOXA5"
"GATA2","FOXO3"
"GATA2","ABL1"
"GATA2","ESRRG"
"GATA2","GATA6"
"GATA2","HDAC5"
"GATA2","HES1"
"GATA2","MED15"
"GATA2","NR0B2"
"GATA2","NR5A1"
"GATA2","SOX2"
"GATA2","TBX2"
"GATA2","SDCBP"
"GATA2","OXCT1"
"GATA2","KRT19"
"GATA2","GNAZ"
"GATA2","FIBCD1"
"GATA2","EPO"
"GATA2","CDK6"
"GATA2","ARID1A"
"GATA2","ANXA3"
"GATA2","AIF1L"
"GATA2","POSTN"
"GATA2","CES1"
"GATA2","SLC27A2"
"GATA2","ESM1"
"GATA2","SERPINA3"
"GATA2","COL4A2"
"GATA2","COL9A3"
"GATA2","CR1L"
"GATA2","AKR1C1"
"GATA2","AGT"
"GATA2","ERBB3"
"GATA2","ALB"
"GATA2","HEPACAM"
"GATA2","FGL1"
"GATA2","PLXND1"
"GATA2","PRAME"
"GATA2","CXCL2"
"GATA2","HPD"
"GATA2","IGSF1"
"GATA2","ITIH2"
"GATA2","MST1"
"GATA2","MYO7A"
"GATA2","NNAT"
"GATA2","PGC"
"GATA2","SERPINA1"
"GATA2","FXYD1"
"GATA2","NLE1"
"GATA2","SLC6A9"
"GATA2","BMP6"
"GATA2","AOC3"
"GATA2","DLK1"
"GATA2","ACVRL1"
"GATA2","NAPSA"
"GATA2","TBX4"
"GATA2","TMEM91"
"GATA2","DVL2"
"GATA2","AKT1"
"GATA2","WNT11"
"GATA2","PIK3CA"
"GATA2","NOS3"
"GATA2","GADD45A"
"GATA2","PDGFRB"
"GATA2","NCDN"
"GATA2","IGFBP5"
"GATA2","MMP1"
"GATA2","ZNF219"
"GATA2","SMO"
"GATA2","SLC47A1"
"GATA2","C1orf226"
"GATA2","EPB42"
"GATA2","AAK1"
"GATA2","ANGPTL5"
"GATA2","HDC"
"GATA2","MESTIT1"
"GATA2","HOXA3"
"GATA2","EGFL7"
"GATA2","BNC1"
"GATA2","SLC2A1"
"GATA2","TGM2"
"GATA2","HOOK3"
"GATA2","P2RX6"
"GATA2","UBXN11"
"GATA2","PTEN"
"GATA2","PROK1"
"GATA2","MASP1"
"GATA2","HPSE2"
"GATA2","ETV2"
"GATA2","DSPP"
"GATA2","CXCL13"
"GATA2","AKR1E2"
"GATA2","ADAM10"
"GATA2","ABCC13"
"GATA3","JUN"
"GATA3","MEF2C"
"GATA3","SP1"
"GATA3","SPI1"
"GATA3","STAT1"
"GATA3","STAT3"
"GATA3","SMC3"
"GATA3","TP53"
"GATA3","E2F2"
"GATA3","TP63"
"GATA3","RARB"
"GATA3","HOXA5"
"GATA3","FOXO3"
"GATA3","ABL1"
"GATA3","ESRRG"
"GATA3","HES1"
"GATA3","PROX1"
"GATA3","SOX2"
"GATA3","WNT1"
"GATA3","OXCT1"
"GATA3","KRT19"
"GATA3","EPO"
"GATA3","CDK6"
"GATA3","NNAT"
"GATA3","SLC6A9"
"GATA3","BMP6"
"GATA3","AOC3"
"GATA3","TBX4"
"GATA3","MS4A7"
"GATA3","GADD45G"
"GATA3","WNT11"
"GATA3","NOS3"
"GATA3","PIK3R1"
"GATA3","NCDN"
"GATA3","ZNF219"
"GATA3","SMO"
"GATA3","PTEN"
"GATA3","PROK1"
"GATA3","MASP1"
"GATA3","HPSE2"
"GATA3","ETV2"
"GATA3","DSPP"
"GATA3","CXCL13"
"GATA3","ADAM10"
"GATA3","SCRIB"
"GATA3","IL17B"
"GATA3","DQX1"
"GATA3","DIO1"
"FOXA1","HNF4A"
"FOXA1","MYC"
"FOXA1","POU5F1"
"FOXA1","RXRA"
"FOXA1","BRCA1"
"FOXA1","LEF1"
"FOXA1","PBX1"
"FOXA1","FOXC1"
"FOXA1","BCL6"
"FOXA1","ELF3"
"FOXA1","EZH2"
"FOXA1","FOXP1"
"FOXA1","HDAC9"
"FOXA1","HES1"
"FOXA1","MAML3"
"FOXA1","NOTCH3"
"FOXA1","NR0B2"
"FOXA1","PROX1"
"FOXA1","TBX3"
"FOXA1","SNX10"
"FOXA1","MET"
"FOXA1","RIF1"
"FOXA1","RRM2"
"FOXA1","SET"
"FOXA1","ZFP36L2"
"FOXA1","SLC16A6"
"FOXA1","CCNE2"
"FOXA1","SCG3"
"FOXA1","MDM2"
"FOXA1","KRT19"
"FOXA1","HIST3H3"
"FOXA1","GMPS"
"FOXA1","FOXQ1"
"FOXA1","FAM129B"
"FOXA1","EXO1"
"FOXA1","CSAG1"
"FOXA1","CDC42BPA"
"FOXA1","CBFA2T2"
"FOXA1","FRAT1"
"FOXA1","NMU"
"FOXA1","PTP4A3"
"FOXA1","ACE"
"FOXA1","ECT2"
"FOXA1","ERBB3"
"FOXA1","ALB"
"FOXA1","FGFR2"
"FOXA1","FGL1"
"FOXA1","MTF2"
"FOXA1","PRAME"
"FOXA1","FZD2"
"FOXA1","GAS2"
"FOXA1","MYEOV"
"FOXA1","CTAG2"
"FOXA1","APOB"
"FOXA1","IGFBPL1"
"FOXA1","ITIH2"
"FOXA1","KRT1"
"FOXA1","KRT4"
"FOXA1","MAGEA2"
"FOXA1","MAGEA3"
"FOXA1","MAGEA6"
"FOXA1","MAGEB2"
"FOXA1","PCK1"
"FOXA1","PGC"
"FOXA1","SERPINA1"
"FOXA1","FXYD1"
"FOXA1","NLE1"
"FOXA1","TEX15"
"FOXA1","PSME1"
"FOXA1","BUB1"
"FOXA1","TGFBR2"
"FOXA1","TSPAN8"
"FOXA1","VTN"
"FOXA1","AXIN2"
"FOXA1","DSCR8"
"FOXA1","SORBS2"
"FOXA1","B3GALT1"
"FOXA1","DLK1"
"FOXA1","ITGB1BP1"
"FOXA1","RECQL5"
"FOXA1","TBX4"
"FOXA1","MS4A7"
"FOXA1","PIK3CA"
"FOXA1","CGA"
"FOXA1","CDKN1A"
"FOXA1","ASPA"
"FOXA1","ERBB2"
"FOXA1","HSPA4"
"FOXA1","NCDN"
"FOXA1","WNT2B"
"FOXA1","S100P"
"FOXA1","RBP4"
"FOXA1","RAB3D"
"FOXA1","LRRC69"
"FOXA1","AGR2"
"FOXA1","DPAGT1"
"FOXA1","FRAT2"
"FOXA1","SPDEF"
"FOXA1","ADIPOQ"
"FOXA1","TRH"
"FOXA1","TAT"
"FOXA1","SLC35C1"
"FOXA1","CYP4F3"
"FOXA1","CD46"
"HNF4A","RXRA"
"HNF4A","SP1"
"HNF4A","BRCA1"
"HNF4A","TP53"
"HNF4A","SMAD4"
"HNF4A","LEF1"
"HNF4A","CEBPA"
"HNF4A","TCF7L1"
"HNF4A","SMAD2"
"HNF4A","RARG"
"HNF4A","RARA"
"HNF4A","PDX1"
"HNF4A","FOXO1"
"HNF4A","CREBBP"
"HNF4A","BCL6"
"HNF4A","CDX1"
"HNF4A","CITED1"
"HNF4A","COPS5"
"HNF4A","ELF3"
"HNF4A","EZH2"
"HNF4A","FOXP1"
"HNF4A","MED14"
